property_type_en,rooms_en,reg_type_en,area_name_en,median_price_sqft,transaction_count,growth_2023_to_2024,recent_growth,growth_score,price_score,volume_score,investment_score
Apartment,1 B/R,Off-Plan Properties,Al Barsha South Fourth,973.3263656633223,19440,3.614650466000557,3.614650466000557,38.00859974895818,95.10151808730197,100.0,63.73389532577386
Apartment,5 B/R,Existing Properties,Burj Khalifa,3237.9487179487182,23,93.80810382925677,93.80810382925677,100.0,77.51857779284515,0.11317454601574155,63.278208247056696
Apartment,1 B/R,Existing Properties,Marsa Dubai,1326.1624396135267,16374,10.231491948529836,10.231491948529836,42.55646052427556,92.36203456337746,84.22758372344256,61.57671132341197
Apartment,4 B/R,Existing Properties,Al Thanyah Fifth,822.3230211817169,89,65.93632068607572,65.93632068607572,80.84327852953608,96.2739355491379,0.4526981840629662,61.310031713368396
Apartment,1 B/R,Existing Properties,Al Barsha South Fourth,721.7800074321814,13234,14.959704809188135,14.959704809188135,45.806236699678124,97.05456981515526,68.07448942846854,61.05376351011154
Apartment,2 B/R,Existing Properties,Marsa Dubai,1213.714232627276,13869,14.310304987150404,14.310304987150404,45.35989383564829,93.23510291742893,71.34111837028654,60.38271208354531
Apartment,PENTHOUSE,Existing Properties,Al Thanyah Fifth,718.4766350798959,46,60.01413281721453,60.01413281721453,76.77286427162053,97.08021779958939,0.23149338957765317,59.87950972644056
Apartment,1 B/R,Existing Properties,Al Thanyah Fifth,943.2808435525828,10598,14.371793695523948,14.371793695523948,45.402156006455215,95.33479699177616,54.514121096764235,57.664125719467776
Apartment,4 B/R,Existing Properties,Al Hebiah First,666.9625603864735,52,46.45091028830453,46.45091028830453,67.45064491832387,97.48018245539373,0.2623591748546736,56.276784538918605
Apartment,1 B/R,Existing Properties,Nadd Hessa,645.2863712374582,7936,16.55751469353486,16.55751469353486,46.904436938964665,97.64848033483216,40.82000102885951,56.22031908180742
Apartment,Studio,Existing Properties,Al Barsha South Fourth,853.7290969899666,7323,19.243559465871066,19.243559465871066,48.75059838821623,96.03009305802128,37.66654663305726,55.84257659930433
Apartment,3 B/R,Existing Properties,Al Hebiah First,739.0249907097733,147,44.90741256870199,44.90741256870199,66.3897742968489,96.9206766249539,0.7510674417408303,55.78232619457389
Apartment,Studio,Off-Plan Properties,Al Barsha South Fourth,1088.8254830917872,11456,5.129369118913485,5.129369118913485,39.04969005849831,94.20476190905542,58.92792839137816,55.66689027439158
Apartment,1 B/R,Off-Plan Properties,Marsa Dubai,1704.0294035674474,12339,5.907466919528259,5.907466919528259,39.5844890976048,89.42820665174156,63.47034312464633,55.356326259493656
Apartment,Studio,Existing Properties,Dubai Investment Park Second,673.373281308064,537,41.33199809072785,41.33199809072785,63.93233485193948,97.43040845086931,2.7573434847471576,55.35352517298602
Apartment,1 B/R,Existing Properties,Al Hebiah Fourth,675.2554812337421,7446,15.279976001531193,15.279976001531193,46.02636420265169,97.41579470792801,38.29929523123617,55.29514313968632
Apartment,Studio,Existing Properties,Al Hebiah Fourth,818.0829617242662,5952,21.91235884208205,21.91235884208205,50.58490680142336,96.3068561428122,30.61371469725809,55.24876250286462
Apartment,1 B/R,Off-Plan Properties,Business Bay,1714.0057134894096,13750,-0.3940774919812373,-0.3940774919812373,35.25333703227382,89.35074876498183,70.7289469622923,55.052348834862535
Apartment,1 B/R,Existing Properties,Business Bay,1194.1164994425865,10134,8.48334260082224,8.48334260082224,41.35492957195826,93.38726328630692,52.12716703534132,54.98358422174364
Apartment,2 B/R,Existing Properties,Al Thanyah Fifth,909.0440356744706,6893,16.69951807988943,16.69951807988943,47.00203813320053,95.60061780211397,35.454498688204126,54.57190033155523
Apartment,2 B/R,Existing Properties,Al Hebiah First,840.685618729097,300,40.53418335989669,40.53418335989669,63.383984051954684,96.13136499824631,1.538144966304851,54.50063211351674
Apartment,PENTHOUSE,Existing Properties,Al Thanyah Third,931.9987922705316,41,41.42638867692485,41.42638867692485,63.99721100858581,95.42239289221013,0.20577190184680283,54.26675665146672
Apartment,6 B/R,Existing Properties,Burj Khalifa,2514.0477517651434,10,54.3886751097964,54.3886751097964,72.90639739035647,83.13907670501933,0.046298677915530634,54.1135417032315
Apartment,1 B/R,Existing Properties,Wadi Al Safa 2,577.0111018208844,2945,25.239027503974864,25.239027503974864,52.87137927622062,98.17858195841106,15.144811975924688,53.63108869319651
Apartment,4 B/R,Existing Properties,Al Wasl,1502.7754552211074,86,42.85544334666557,42.85544334666557,64.97942309504094,90.99077895181017,0.43726529142445597,53.37645598184432
Apartment,Studio,Existing Properties,Me'Aisem First,881.5798030471944,4785,19.99993856003146,19.99993856003146,49.27046981368179,95.81385510502726,24.610319460877616,53.37440834915642
Apartment,2 B/R,Existing Properties,Hessyan First,576.4887588257154,40,35.08749205409312,35.08749205409312,59.64038617216121,98.18263752453582,0.20062760430063276,53.35107124708536
Apartment,6 B/R,Off-Plan Properties,Al Wasl,3214.2498141954666,10,56.14674312532628,56.14674312532628,74.11474560139932,77.70258039677466,0.046298677915530634,52.96593209517524
Apartment,5 B/R,Existing Properties,Palm Jumeirah,1616.103446674099,113,42.05030895914055,42.05030895914055,64.42604137816708,90.11087979096433,0.5761613251710479,52.91891275359034
Apartment,Studio,Existing Properties,Al Safouh First,1026.0052025269415,40,37.037016970852285,37.037016970852285,60.98032576763778,94.69251000592376,0.20062760430063276,52.840008829692366
Apartment,2 B/R,Off-Plan Properties,Marsa Dubai,1725.1950947603125,10670,3.1115263761014145,3.1115263761014145,37.66279453062086,89.26387237138815,54.88451052008848,52.821181627682485
